Item Name,Unit,Qunatity Available,Quantity Purcahsed,Qunatity Sold,Qunatity Avaialble for sale,Valuation
Allen socket Head 5X100-LPS,Nos,30.0,100.0,70.0,30.0,150.0
Allen Socket Head 6X120 LPS,Nos,0.0,47.0,47.0,0.0,0.0
Allen Socket Head 8X200 mm SS,Nos,0.0,18.0,18.0,0.0,0.0
Allen Socket Head M10X100 LPS,Nos,30.0,40.0,10.0,30.0,788.6999999999999
Allen Socket Head M10X110,Nos,0.0,0.0,0.0,0.0,0
Allen Socket Head M10X60 LPS,Nos,0.0,80.0,80.0,0.0,0.0
Allen Socket Head M10X65 LPS,Nos,28.0,155.0,127.0,28.0,480.76000000000005
Allen Socket Head M10X80 LPS,Nos,0.0,200.0,200.0,0.0,0.0
Allen Socket Head M10X85 LPS,Nos,0.0,214.0,214.0,0.0,0.0
Allen Socket Head M10X90 LPS,Nos,0.0,180.0,180.0,0.0,0.0
Allen Socket Head M12X110 ( Half Thread )-BMF,Nos,8.0,840.0,832.0,8.0,334.16
Allen Socket Head( 12x60) SS,Nos,127.0,146.0,19.0,127.0,3998.1400000000003
Allen Socket Head( 4x16) SS,Nos,225.0,962.0,737.0,225.0,438.75
Allen Socket Head( 4x16) SS,Nos,225.0,962.0,737.0,225.0,438.75
Allen Socket Head( 5x100) SS,Nos,0.0,72.0,72.0,0.0,0.0
Allen Socket Head( 5X12) SS,Nos,734.0,2205.0,1471.0,734.0,3389.8599999999997
Allen Socket Head( 5X30) SS,Nos,376.0,580.0,204.0,376.0,3989.3599999999997
Allen Socket Head( 5X40) SS,Nos,242.0,430.0,188.0,242.0,3029.8399999999997
Allen Socket Head( 6x75) SS,Nos,155.0,200.0,45.0,155.0,2583.8500000000004
Allen Socket Head(10X150) SS,Nos,0.0,30.0,30.0,0.0,0.0
Allen T Type Goti 13 mm,Nos,8.0,11.0,3.0,8.0,1066.0
Allen T Type Goti 5mm,Nos,0.0,2.0,2.0,0.0,0.0
Allied Connector MS-3102-R-16-10-P 3-Pin  Male,nos,24.0,43.0,19.0,24.0,5760.0
"Allied Connector MS-3102-R-18-10-P,4-Pin, Male",nos,17.0,59.0,42.0,17.0,4726.0
"Allied Connector MS-3102-R-18-11-P,5-Pin, Male",nos,26.0,40.0,14.0,26.0,7250.0
"Allied Connector MS-3102-R-18-8-P,8-Pin, Male",nos,22.0,53.0,31.0,22.0,6058.0
"Allied Connector MS-3102-R-20-16-P,9-Pin, Male",nos,33.0,46.0,13.0,33.0,10288.0
"Allied Connector MS-3102-R-20-29-P,17-Pin, Male",Nos,27.0,49.0,22.0,27.0,8559.0
"Allied Connector MS-3102-R-22-14-P 19-Pin, Male",nos,39.0,48.0,9.0,39.0,12381.0
"Allied Connector MS-3102-R-22-15-P 6-Pin, Male",nos,24.0,30.0,6.0,24.0,8044.0
"Allied Connector MS-3102-R-22-19-P14-Pin, Male",nos,22.0,71.0,49.0,22.0,7106.0
"Allied Connector MS-3102-R-24 -7-P,16-Pin, Male,",nos,25.0,46.0,21.0,25.0,8780.0
"Allied Connector MS-3102-R-28-12-P 26-Pin, Male",nos,17.0,37.0,20.0,17.0,8024.0
"Allied Connector MS-3102-R-28-51-P 12-Pin, Male,",nos,2.0,5.0,3.0,2.0,1060.0
"Allied Connector MS-3102R-18-1-P,10-Pin, Male",nos,19.0,72.0,53.0,19.0,5073.0
"Allied Connector MS-3106-F 22-19-S,14-Pin, Female",nos,28.0,73.0,45.0,28.0,13104.0
"Allied Connector MS-3106-F-16-10-S,3-Pin  Female",nos,23.0,45.0,22.0,23.0,8763.0
"Allied Connector MS-3106-F-18-10-S,4-Pin, Female",nos,18.0,59.0,41.0,18.0,7074.0
"Allied Connector MS-3106-F-18-11-S,5-Pin, Female",nos,19.0,39.0,20.0,19.0,7600.0
"Allied Connector MS-3106-F-18-8-S,8-Pin, Female,",nos,28.0,62.0,34.0,28.0,10668.0
"Allied Connector MS-3106-F-20-16-S,9-Pin, Female",nos,39.0,47.0,8.0,39.0,17165.0
"Allied Connector MS-3106-F-20-29-S,17-Pin, Female",nos,24.0,50.0,26.0,24.0,10848.0
"Allied Connector MS-3106-F-22-14-S 19-Pin, Female",nos,38.0,52.0,14.0,38.0,17284.0
"Allied Connector MS-3106-F-22-15-S 6-Pin, Female",nos,22.0,30.0,8.0,22.0,10596.0
"Allied Connector MS-3106-F-24-7-S,16-Pin, Female,",nos,28.0,47.0,19.0,28.0,14084.0
"Allied Connector MS-3106-F-28-12-S 26-Pin, Female",nos,20.0,36.0,16.0,20.0,13500.0
"Allied Connector MS-3106F-18-1-S,10-Pin, Female",nos,29.0,71.0,42.0,29.0,11136.0
"Allied Connector MS-3108-F-28-51-S 12-Pin, Female",nos,5.0,5.0,0.0,5.0,4075.0
ALU. SCRATCH FINISH PLATE (500x230),Nos,0.0,1.0,1.0,0.0,0.0
Aluminium Alloy Casting 26 PEC BAND,Kgs,0.0,114.7,114.7,0.0,0.0
Aluminium Body Chessis Resistor Power 12.5k /25W,Nos,20.0,20.0,0.0,20.0,1700.0
Aluminium Body Chessis Resistor Power 500E/25W,Nos,20.0,20.0,0.0,20.0,1400.0
Aluminium Bush Spinning 16x25mm (M6x1.0),Kg,0.0,807.0,807.0,0.0,0.0
Aluminium Casting Ring,Kgs,0.0,322.3,322.3,0.0,0.0
"Aluminium Checker Sheet,2500x1220x3",Kg,48.5,218.5,170.0,48.5,16102.0
Aluminium Coil 1 mm,Kg,200.0,251.0,51.0,200.0,41200.0
"Aluminium Cutter 14""",Nos,0.0,1.0,1.0,0.0,0.0
"Aluminium cutter Blade 9""x80x197",Nos,1.0,1.0,0.0,1.0,986.4
Aluminium Extruct G Channel,Nos,8.0,16.0,8.0,8.0,760.0
Aluminium Filler Copper Tind 2.4 mm,Nos,2.2,11.82,9.62,2.2,638.0
Aluminium Flat  100X15,Kg,10.5,20.9,10.4,10.5,3864.0
Aluminium Flat  150X35,Kg,0.0,5.0,5.0,0.0,0.0
Aluminium flat(265x20)mm,Kg,0.0,4.0,4.0,0.0,0.0
Aluminium flat(265x20)mm,Kg,0.0,4.0,4.0,0.0,0.0
Aluminium flat(285x50)mm,Kg,0.0,12.5,12.5,0.0,0.0
"Aluminium Flat,100x10",Kg,196.53,538.87,342.34,196.53,61679.649999999994
"Aluminium Flat,100x12",Kg,6.0,34.5,28.5,6.0,2100.0
"Aluminium Flat,100x16",Kg,15.74,15.74,0.0,15.74,4958.1
"Aluminium Flat,100x20",Kg,0.0,3.95,3.95,0.0,0.0
"Aluminium Flat,100x25",Kg,0.0,9.16,9.16,0.0,0.0
"Aluminium Flat,125x10",Kg,122.93,134.93,12.0,122.93,42091.65000000001
"Aluminium Flat,125x12",Kg,0.0,31.78,31.78,0.0,0.0
"Aluminium Flat,125x15",Kg,6.4,35.26,28.86,6.4,2355.2000000000003
"Aluminium Flat,125x25",Kg,18.26,18.26,0.0,18.26,5843.200000000001
"Aluminium Flat,150x10",Kg,86.14,96.74,10.6,86.14,34960.520000000004
"Aluminium Flat,150x12",Kg,0.0,12.4,12.4,0.0,0.0
"Aluminium Flat,150x16",Kg,57.06,90.16,33.1,57.06,18304.8
"Aluminium Flat,200x10",Kg,0.0,101.14,101.14,0.0,0.0
"Aluminium Flat,200x12",Kg,0.0,3.2,3.2,0.0,0.0
"Aluminium Flat,220x32",Kg,0.0,216.0,216.0,0.0,0.0
"Aluminium Flat,225x15",Kg,0.0,0.0,0.0,0.0,0
"Aluminium Flat,238x16",Kg,17.6,57.6,40.0,17.6,6529.6
"Aluminium Flat,25x6",Kg,14.09,52.68,38.59,14.09,4440.849999999999
"Aluminium Flat,30x6",Kg,0.0,2.8,2.8,0.0,0.0
"Aluminium Flat,335x345x63",Kg,0.0,20.55,20.55,0.0,0.0
"Aluminium Flat,50x10",Kg,90.32,289.82,199.5,90.32,28124.1
"Aluminium Flat,50x12",Kg,88.0,88.0,0.0,88.0,28864.0
"Aluminium Flat,50x16",Kg,7.44,7.44,0.0,7.44,2306.4
"Aluminium Flat,50x6",Kg,68.4,202.14,133.74,68.4,22131.0
"Aluminium Flat,63x6",Kg,7.12,135.0,127.88,7.12,2207.2
"Aluminium Flat,75x10",Kg,8.5,21.0,12.5,8.5,2422.5
"Aluminium Flat,75x15",Kg,16.6,24.2,7.6,16.6,6161.6
"Aluminium Flat,75x6",Kg,9.0,13.54,4.54,9.0,2952.0
"Aluminium Flexible Pipe-Foil,φ(150)",Nos,9.0,10.0,1.0,9.0,7200.0
"Aluminium Flexible Pipe-Foil,φ(300)",Nos,2.0,18.0,16.0,2.0,2900.0
Aluminium Foil,Kg,0.0,187.77,187.77,0.0,0.0
"Aluminium Foil (ID76 mm X ID=160) 6uMx70mm, Mehru",Kg,0.0,60.01,60.01,0.0,0.0
"Aluminium Foil (ID76 mm X ID=160) 6uMx95mm, Mehru",Kg,0.0,73.64,73.64,0.0,0.0
"Aluminium Foil (ID76XOD180) ,6uMx130mm Mehru",Kg,0.0,62.99,62.99,0.0,0.0
"Aluminium Foil (ID76XOD200-220),6uMx130mm China",Kg,174.1,174.1,0.0,174.1,1022.6633999999999
"Aluminium Foil (ID76XOD200-220),6uMx205mm China",Kg,180.1,652.0,471.9,180.1,1057.9073999999998
"Aluminium Foil (ID76XOD200-220),6uMx55mm China",Kg,198.3,198.3,0.0,198.3,1164.8142
"Aluminium Foil (ID76XOD200-220),6uMx75mm China",Kg,201.7,201.7,0.0,201.7,1184.7857999999999
"Aluminium Foil (ID76XOD200-220),6uMx95mm China",Kg,153.0,153.0,0.0,153.0,898.722
"Aluminium Foil Crepe Paper Roll, 25mmx2""ID",Kg,0.0,60.0,60.0,0.0,0.0
"Aluminium Foil-Hindalco-Freshwrapp, 10.5-11 um, 72 mtrs",Nos,2.0,4.0,2.0,2.0,601.68
Aluminium Paint  Ryo FLO,Nos,46.0,106.0,60.0,46.0,13662.0
"Aluminium Plate ,265x265x63",Kg,0.0,10.0,10.0,0.0,0.0
"Aluminium Rod,φ10",Kg,0.42,0.42,0.0,0.42,130.2
"Aluminium Rod,φ100",Kg,21.0,27.05,6.05,21.0,5775.0
"Aluminium Rod,φ110",Kg,94.84,128.74,33.9,94.84,32795.9
"Aluminium Rod,φ12",Kg,2.2,2.2,0.0,2.2,682.0
"Aluminium Rod,φ125",Kg,17.6,134.72,117.12,17.6,6072.000000000001
"Aluminium Rod,φ140",Kg,30.0,44.0,14.0,30.0,9450.0
"Aluminium Rod,φ140",Kg,30.0,44.0,14.0,30.0,9450.0
"Aluminium Rod,φ150",Kg,40.0,72.74,32.74,40.0,14000.0
"Aluminium Rod,φ16",Kg,6.0,18.2,12.2,6.0,1860.0
"Aluminium Rod,φ165",Kg,0.0,114.3,114.3,0.0,0.0
"Aluminium Rod,φ180",Kg,0.0,4.4,4.4,0.0,0.0
"Aluminium Rod,φ20",Kg,3.0,20.12,17.12,3.0,1230.0
"Aluminium Rod,φ205",Kg,0.0,332.73,332.73,0.0,0.0
"Aluminium Rod,φ22",Kg,9.4,53.33,43.93,9.4,2914.0
"Aluminium Rod,φ228x35",Kg,0.0,7.6,7.6,0.0,0.0
"Aluminium Rod,φ25",Kg,8.36,15.81,7.45,8.36,2591.6
"Aluminium Rod,φ250",Kg,0.0,73.24,73.24,0.0,0.0
"Aluminium Rod,φ280",Kg,20.0,59.5,39.5,20.0,8500.0
"Aluminium Rod,φ35",Kg,9.52,9.52,0.0,9.52,3189.2
"Aluminium Rod,φ40",Kg,33.7,33.7,0.0,33.7,10447.0
"Aluminium Rod,φ42",Kg,41.6,59.0,17.4,41.6,10060.944000000001
"Aluminium Rod,φ50",Kg,4.16,47.92,43.76,4.16,1476.8
"Aluminium Rod,φ63",Kg,31.2,64.39,33.19,31.2,9828.0
"Aluminium Rod,φ64",Kg,0.0,0.7,0.7,0.0,0.0
"Aluminium Rod,φ75",Kg,41.11,60.86,19.75,41.11,13420.15
"Aluminium Rod,φ80",Kg,0.0,0.0,0.0,0.0,0
"Aluminium Rod,φ82",Kg,0.0,4.1,4.1,0.0,0.0
"Aluminium Rod,φ90",Kg,39.0,62.14,23.14,39.0,10725.0
"Aluminium Round Pipe,φ(08-10)",Kg,2.6,13.135,10.535,2.6,1734.2
"Aluminium Round Pipe,φ(08-10) New",Nos,3.0,15.0,12.0,3.0,450.0
"Aluminium Round Pipe,φ(11-16)",pcs,23.0,75.5,52.5,23.0,14950.0
"Aluminium Round Pipe,φ(120-125)",Kg,8.0,13.45,5.45,8.0,1680.0
"Aluminium Round Pipe,φ(146-150)",Kg,10.0,13.9,3.9,10.0,2200.0
"Aluminium Round Pipe,φ(22-28)",Kg,159.14,282.14,123.0,159.14,52449.92
"Aluminium Round Pipe,φ(24-28)",Kg,0.0,114.63,114.63,0.0,0.0
"Aluminium Round Pipe,φ(24-28) pcs",Nos,0.0,38.0,38.0,0.0,0.0
"Aluminium Round Pipe,φ(32-38)",Kg,59.5,79.0,19.5,59.5,20230.0
"Aluminium Round Pipe,φ(34-38)",Kg,0.0,81.65,81.65,0.0,0.0
"Aluminium Round Pipe,φ(44-50)",Kg,0.0,289.0,289.0,0.0,0.0
"Aluminium Round Pipe,φ(46-50)",Kg,0.0,47.81,47.81,0.0,0.0
"Aluminium Round Pipe,φ(46-50) pcs",pcs,0.0,20.0,20.0,0.0,0.0
"Aluminium Round Pipe,φ(69-75)",Kg,0.0,4.05,4.05,0.0,0.0
"Aluminium Round Pipe,φ(71-75)",Kg,0.0,8.0,8.0,0.0,0.0
"Aluminium Round Pipe,φ(88-102)",Kg,91.0,237.32,146.32,91.0,22750.0
"Aluminium Round Pipe,φ(94-100) L4.5 mtrs",Kg,377.0,1745.8,1368.8,377.0,126295.0
"Aluminium Round Pipe,φ(96-100)",Kg,0.0,701.0,701.0,0.0,0.0
Aluminium Rounds,Nos,656.0,1312.0,656.0,656.0,32800.0
Aluminium Sheet 1275x1275x12.7 mm,Kg,0.0,113.64,113.64,0.0,0.0
Aluminium Sheet 2500x1200x1,Kg,8.25,16.75,8.5,8.25,2937.0
Aluminium Sheet 2500x1200x1.5,Kg,0.0,12.15,12.15,0.0,0.0
Aluminium Sheet 2500x1250x8 mm,Kg,64.98,276.96,211.98,64.98,29241.0
Aluminium Sheet 2500x1270x12.7 mm,Kg,0.0,214.62,214.62,0.0,0.0
"Aluminium Sheet,2500x1220x2.5",Kg,0.0,60.3,60.3,0.0,0.0
"Aluminium Sheet,2500x1220x3",Kg,303.69,955.38,651.69,303.69,95252.79999999999
"Aluminium Sheet,2500x1220x4",Kg,98.0,195.2,97.2,98.0,33320.0
"Aluminium Sheet,2500x1220x5",Kg,0.0,323.04,323.04,0.0,0.0
Aluminium Silver Ball 6 mm,Nos,0.0,4.0,4.0,0.0,0.0
Aluminium Square 240x240x19mm,Kg,0.0,40.8,40.8,0.0,0.0
Aluminium Square 260x270x32mm,Kg,0.0,12.5,12.5,0.0,0.0
Aluminium Square 260x270x50mm,Kg,0.0,39.0,39.0,0.0,0.0
Aluminium Square 310x310x16mm,Kg,0.0,16.52,16.52,0.0,0.0
Aluminium Square 350x350x16mm,Kg,0.0,67.7,67.7,0.0,0.0
Aluminium Square 350x350x50mm,Kg,0.0,104.4,104.4,0.0,0.0
Aluminium Square 360x355x16mm,Kg,0.0,22.4,22.4,0.0,0.0
Aluminium Square 365x365x63mm,Kg,0.0,133.5,133.5,0.0,0.0
Aluminium Square 460x460x16mm,Kg,0.0,111.0,111.0,0.0,0.0
Aluminium Square 460x460x63mm (60-63mm),Kg,0.0,418.0,418.0,0.0,0.0
"Aluminium Square Rod,50x50",Kg,0.0,96.5,96.5,0.0,0.0
"Aluminium Square Rod,63x63",Kg,5.3,5.3,0.0,5.3,1404.5
"Aluminium Square Rod,65x65",Kg,12.3,12.3,0.0,12.3,3321.0
"Aluminium Square Rod,75x75",Kg,12.95,12.95,0.0,12.95,3431.75
Aluminium Square-Hard 450x450x12mm,Kg,7.08,7.08,0.0,7.08,3398.4
"Aluminium Tape 1""",Pcs,11.0,37.0,26.0,11.0,715.0
"Aluminium Tape 2""",Pcs,19.0,66.0,47.0,19.0,1615.0
Aluminium Timing Pulley GT2-6mm Belt Width 20 Teeth 6.35mm Bore,Nos,0.0,0.0,0.0,0.0,0
Aluminium Timing Pulley GT2-6mm Belt Width 30 Teeth 8mm Bore,Nos,0.0,0.0,0.0,0.0,0
Aluminium Timing Pulley GT2-6mm Belt Width 36 Teeth 6.35mm Bore,Nos,0.0,0.0,0.0,0.0,0
Aluminium Timing Pulley GT2-6mm Belt Width 60 teeth 8mm Bore,Nos,0.0,0.0,0.0,0.0,0
Aluminium Tower Ladder-20/36 ft,Nos,0.0,0.0,0.0,0.0,0
"Aluminium Ventilation Pipe θ 4"" (Insulated Air Connector)",Nos,6.0,6.0,0.0,6.0,2700.0
"Aluminium Ventilation Pipe θ 8"" (Insulated Air Connector)",Nos,4.0,4.0,0.0,4.0,2480.0
"Aluminum Flat,40x10",Kg,12.5,27.0,14.5,12.5,3168.625
"Aluminum Flat,40x6",Kg,31.44,133.69,102.25,31.44,10025.400000000001
Aluminum Foil 6 μ x 105 mm Mehru,Kgs,0.0,33.87,33.87,0.0,0.0
Aluminum Foil 6 μ x 130 mm Mehru,Kgs,0.0,18.69,18.69,0.0,0.0
Aluminum Foil 6 μ x 70 mm Mehru,Kgs,0.0,0.0,0.0,0.0,0
Aluminum Foil 6 μ x 75 mm Mehru,Kgs,0.0,21.69,21.69,0.0,0.0
Aluminum Foil 6 μ x 95 mm Mehru,Kgs,0.0,20.08,20.08,0.0,0.0
Aluminum Sheet Blocks,Kg,0.0,132.66,132.66,0.0,0.0
Aluminum Sheet(1.3x1220mm) Roll,Kg,0.0,22.7,22.7,0.0,0.0
"Aluminum Sheet,2500x1220x2",Kg,145.6,937.9,792.3,145.6,46387.100000000006
"Aluminum Sheet,2500x1220x3",Kg,0.0,97.2,97.2,0.0,0.0
AMAZOR KSD301 THERMOSTAT 115°C TEM10A 250VAC B09DKVFJ35,Nos,20.0,20.0,0.0,20.0,3033.8
Amber Light 24V(Orange),Nos,2.0,3.0,1.0,2.0,280.0
Analog Probe CS1001,Nos,0.0,10.0,10.0,0.0,0.0
Analog Probe CS1002,Nos,14.0,47.0,33.0,14.0,52532.58
Analog Probe CS1004,Nos,0.0,4.0,4.0,0.0,0.0
"Analog Volt Meter  0-1000 VAC,96x96 mm AE",Nos,0.0,4.0,4.0,0.0,0.0
"Analog Volt Meter  0-500 VAC,96x96 mm AE",Nos,0.0,4.0,4.0,0.0,0.0
Anchor Bolt M10X75 SS,Nos,0.0,10.0,10.0,0.0,0.0
Anchor Bolt M20X150 MS,Nos,0.0,16.0,16.0,0.0,0.0
Angle 30x30x5X820,Nos,0.0,1.0,1.0,0.0,0.0
"Angle 75X75X10,L-1000",Nos,0.0,3.0,3.0,0.0,0.0
"Angle 75X75X10,L-1000",Nos,0.0,3.0,3.0,0.0,0.0
"ANGLED PLUG 16A, 3P, 6H, 230VAC, IP44, Model-1411-MENNEKES",Nos,0.0,1.0,1.0,0.0,0.0
Anybus Profibus Converter (Profibus to RS232) Enerdrive,Nos,0.0,1.0,1.0,0.0,0.0
Anybus Profibus Interface PCB Enerdrive,Nos,1.0,1.0,0.0,1.0,2598.0
Araldite,Ltr,5.0,57.0,52.0,5.0,4400.0
Araldite 200gm,Nos,0.0,3.0,3.0,0.0,0.0
Araldite 90gm,Nos,0.0,4.0,4.0,0.0,0.0
Arduino Due R3 ARM Cortex -M3,Nos,4.0,47.0,43.0,4.0,14541.92
Arduino Mega 2560 R3 Board-Clone Model,Nos,2.0,6.0,4.0,2.0,3358.0
Arduino UNO R3 Development Board-Clone Model-High Quality,Nos,3.0,4.0,1.0,3.0,2337.0
Argon Tig Welding Torch HMT,Nos,0.0,1.0,1.0,0.0,0.0
"ARI 18""",Nos,0.0,1.0,1.0,0.0,0.0
"Armed Cable 185 sq. mm, Aluminium3.5-Core ECKO",Mtr,10.0,49.0,39.0,10.0,1550.0
"Armoured  Cable 70 sq. mm, Aluminium 3.5-Core ECKO",Mtr,34.0,100.0,66.0,34.0,31110.0
Armoured Cable 1.5 Sq. X 2 Core PolyCab,Mtr,0.0,100.0,100.0,0.0,0.0
Armoured Cable 16 Sq. X 4 Core PolyCab,Mtr,0.0,50.0,50.0,0.0,0.0
Armoured Cable 2.5 Sq. X 4 Core PolyCab,Mtr,0.0,50.0,50.0,0.0,0.0
AT-Mega 328 UNOR3+Ehternet Shield W5100 Kit,Nos,0.0,3.0,3.0,0.0,0.0
"AUX T1...T6 1Q 1SY, ABB",Nos,1.0,5.0,4.0,1.0,1137.6
AUX-C 1Q+1SY 250Vac/dc XT1..XT4 F/P,Nos,1.0,11.0,10.0,1.0,891.0
"AUX-C OF/SD/SDE/SDV, 1 changeover contact type, screwless spring terminals",Nos,2.0,2.0,0.0,2.0,2100.0
"Auxilary Contact Block,TeSys D ,LADN22,2NO + 2NC, Screw Clamp Terminals,Schneider Electric",Nos,5.0,17.0,12.0,5.0,1710.0
"Auxilary Contact Block,TeSys D ,LADN40,4NO, Screw Clamp Terminals,Schneider Electric",Nos,5.0,21.0,16.0,5.0,1719.0
"Auxilary Contact Block,TeSys D,LADN11,1NO + 1NC, Screw Clamp Terminals,Schneider",Nos,2.0,6.0,4.0,2.0,686.75
"Auxilary Contact Block,TeSys D,LADN11,1NO + 1NC, Screw Clamp Terminals,Schneider Electric",Nos,0.0,1.0,1.0,0.0,0.0
"Auxilary Contact Block,TeSys D,LADN13,1NO + 3NC, Screw Clamp Terminals,Schneider",Nos,0.0,1.0,1.0,0.0,0.0
"Auxilary Contact Block,TeSys K ,LA1KN11,1NO + 1NC, Screw Clamp Terminals,Schneider Electric",Nos,0.0,2.0,2.0,0.0,0.0
"Auxilary Contactor,DILEM10G,10213,3P (1NO Aux.) 4kW, 24V DC coil, 380...400V,Eaton",Nos,0.0,5.0,5.0,0.0,0.0
"Auxilary Contactor,DILEM4G,12701,4P, 4kW, 24V DC coil, 400V,Eaton",Nos,0.0,4.0,4.0,0.0,0.0
"Auxilary Contactor,TeSys K, 3P (1NO Aux.) 440V, 9A, 220...230VAC coil, LC1K0910M7",Nos,0.0,21.0,21.0,0.0,0.0
Auxiliary Contact A22-EK10 Eaton for Push Button,Nos,0.0,3.0,3.0,0.0,0.0
"Aviation Connector 3-Pin, Male/Female Spin",Nos,32.0,77.0,45.0,32.0,4480.0
AVR USBASP ISP Programmer with 10 Pin. Cable,Nos,1.0,1.0,0.0,1.0,265.0
AVR USBASP USB (For AVR and Arduino),Nos,0.0,1.0,1.0,0.0,0.0
"Backalite Pipe(Od=16,Id=11)",Nos,0.0,6.0,6.0,0.0,0.0
Bakelite Sheet 8'x4'x12 mm,Kg,30.0,83.0,53.0,30.0,9000.0
Ball Bearing 30205J2/Q skf,Nos,2.0,2.0,0.0,2.0,460.0
Ball Bearing 30207J2/Q skf,Nos,2.0,2.0,0.0,2.0,861.0
Ball Bearing 51306,Nos,1.0,2.0,1.0,1.0,350.0
Ball Bearing 6000 zz skf,Nos,7.0,12.0,5.0,7.0,840.56
Ball Bearing 6001 zz skf,Nos,13.0,64.0,51.0,13.0,1519.05
Ball Bearing 6002 zz skf,Nos,17.0,279.0,262.0,17.0,2375.75
Ball Bearing 6003 2Z skf,Nos,15.0,15.0,0.0,15.0,2291.3999999999996
Ball Bearing 6004 2z skf,Nos,11.0,11.0,0.0,11.0,2608.72
Ball Bearing 6005 2z skf,Nos,45.0,223.0,178.0,45.0,8658.0
Ball Bearing 6006 2z skf,Nos,10.0,10.0,0.0,10.0,2432.0
Ball Bearing 6007 2Z skf,Nos,7.0,16.0,9.0,7.0,2143.0
Ball Bearing 6009 2Z skf,Nos,0.0,6.0,6.0,0.0,0.0
Ball Bearing 6010 2Z skf,Nos,0.0,0.0,0.0,0.0,0
Ball Bearing 6010 2Z skf,Nos,0.0,0.0,0.0,0.0,0
Ball Bearing 6012 2z skf,Nos,0.0,8.0,8.0,0.0,0.0
Ball Bearing 607 2z skf,Nos,7.0,29.0,22.0,7.0,1099.0
Ball Bearing 608 2z skf,Nos,6.0,29.0,23.0,6.0,751.6800000000001
Ball Bearing 6200 2Z skf,Nos,20.0,42.0,22.0,20.0,2379.0
Ball Bearing 6201 zz skf,Nos,13.0,18.0,5.0,13.0,1768.8
Ball Bearing 6202 zz skf,Nos,9.0,23.0,14.0,9.0,1377.0
Ball Bearing 6203 zz skf,Nos,31.0,117.0,86.0,31.0,4185.0
Ball Bearing 6204 zz skf,Nos,4.0,5.0,1.0,4.0,844.8
Ball Bearing 6205 2z skf,Nos,6.0,38.0,32.0,6.0,2118.0
Ball Bearing 6206 2z skf,Nos,1.0,1.0,0.0,1.0,350.0
Ball Bearing 6303 2Z skf,Nos,6.0,6.0,0.0,6.0,1263.1200000000001
Ball Bearing 6304 2Z skf,Nos,10.0,63.0,53.0,10.0,1900.0
Ball Bearing 6305 2Z skf,Nos,6.0,8.0,2.0,6.0,2216.6
Ball Bearing 6308 zz skf,Nos,3.0,3.0,0.0,3.0,1806.0
Ball Bearing 6901 zz NTN,Nos,3.0,3.0,0.0,3.0,780.0
Ball Screw Assy (SS-2508-1848-RH) NBR,Nos,4.0,24.0,20.0,4.0,91960.0
Ball Screw Assy (SS-2508-1850-LH) NBR,Nos,4.0,24.0,20.0,4.0,90200.0
Ball Screw FSUD 1605,Mtrs,2.0,2.0,0.0,2.0,4200.0
Ball Screw FSUD 2005,Mtrs,2.0,2.0,0.0,2.0,4400.0
Ball Screw FSUD 4010,Mtrs,2.0,2.0,0.0,2.0,9800.0
"Ball Screw Iron Rod Dia 25 mm,L-1000 mm",Nos,1.0,1.0,0.0,1.0,800.0
Ball Screw NUT (LH)2508-1850-LH SS,Nos,4.0,24.0,20.0,4.0,61600.0
Ball Screw NUT (RH)2508-1848-RH SS,Nos,4.0,24.0,20.0,4.0,61600.0
Ball Screw Nut FSUD01605,Nos,1.0,1.0,0.0,1.0,1450.0
Ball Screw Nut FSUD02005,Nos,3.0,3.0,0.0,3.0,7050.0
Ball Screw Nut FSUD04010,Nos,1.0,1.0,0.0,1.0,6400.0
Ball Screw Nut SFUL02505,Nos,0.0,2.0,2.0,0.0,0.0
Ball Screw Nut SFUR02505,Nos,0.0,2.0,2.0,0.0,0.0
Ball Screw SCR02505-600L LH,Nos,0.0,1.0,1.0,0.0,0.0
Ball Screw SCR02505-750L RH,Nos,0.0,1.0,1.0,0.0,0.0
"Ball Valve 2""",Nos,0.0,2.0,2.0,0.0,0.0
"Ball Valve 4"" Brass",Nos,0.0,1.0,1.0,0.0,0.0
"Ball Valve High Pressure 1/2"" BSP 15 NB WP 500 Bar Techno",Nos,0.0,5.0,5.0,0.0,0.0
Banana Pin (Black)-4 mm,Nos,23.0,59.0,36.0,23.0,253.0
Banana Pin (Blue)-4 mm,Nos,48.0,65.0,17.0,48.0,528.0
Banana Pin (Red)-4 mm,Nos,0.0,50.0,50.0,0.0,0.0
Banana Pin (Yellow)-4 mm,Nos,16.0,17.0,1.0,16.0,128.0
Banana Pin Big (Black),Nos,10.0,32.0,22.0,10.0,100.0
Banana Pin Big (Blue),Nos,10.0,35.0,25.0,10.0,100.0
Banana Pin Big (Green),Nos,0.0,14.0,14.0,0.0,0.0
Banana Pin Big (Red),Nos,0.0,31.0,31.0,0.0,0.0
Banana Pin Big (Yellow),Nos,15.0,19.0,4.0,15.0,127.5
Banana Plug Small ( Black),Nos,56.0,57.0,1.0,56.0,772.0
Banana Plug Small ( Blue),Nos,45.0,45.0,0.0,45.0,630.0
Banana Plug Small ( Red),Nos,42.0,56.0,14.0,42.0,588.0
"Banana Plug Staubli Black Male  - Solder Termination
Black Stackable 4 Plug mm Male -446838",Nos,2.0,47.0,45.0,2.0,798.0
